order_date,order_id,product,product_id,category,purchase_address,quantity_ordered,price_each,cost_price,turnover,margin,time_of_day,purchase_state
2023-01-12,146755,usb-c charging cable,2146510727461,alimentation,"256 hill st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,evening, ca 94016
2023-01-15,146756,apple airpods headphones,4562574307746,vêtements,"347 johnson st, san francisco, ca 94016",1,150,97.5,150,52.5,morning, ca 94016
2023-01-03,146757,34in ultrawide monitor,6849556767618,alimentation,"374 ridge st, los angeles, ca 90001",1,379.99,125.3967,379.99,254.5933,afternoon, ca 90001
2023-01-02,146758,google phone,1085993107535,vêtements,"576 madison st, los angeles, ca 90001",1,600,198,600,402,afternoon, ca 90001
2023-01-02,146758,usb-c charging cable,8438964852679,sports,"576 madison st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,afternoon, ca 90001
2023-01-25,146759,thinkpad laptop,3540573204274,vêtements,"971 13th st, seattle, wa 98101",1,999.99,329.99670000000003,999.99,669.9933,afternoon, wa 98101
2023-01-07,146760,wired headphones,6023350994547,sports,"349 elm st, los angeles, ca 90001",1,11.99,5.995,11.99,5.995,morning, ca 90001
2023-01-20,146761,wired headphones,8031759992561,sports,"559 forest st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,unknown, ca 94016
2023-01-19,146762,macbook pro laptop,4751574473792,électronique,"135 main st, san francisco, ca 94016",1,1700,561,1700,1139,unknown, ca 94016
2023-01-03,146763,aa batteries (4-pack),1594640922630,électronique,"696 8th st, los angeles, ca 90001",2,3.84,1.92,7.68,3.84,unknown, ca 90001
2023-01-15,146764,aa batteries (4-pack),8797533600689,sports,"834 park st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,afternoon, ca 94016
2023-01-21,146765,google phone,7202430098587,vêtements,"918 highland st, new york city, ny 10001",1,600,198,600,402,unknown, ny 10001
2023-01-21,146765,google phone,5199520811787,alimentation,"918 highland st, new york city, ny 10001",1,600,198,600,402,unknown, ny 10001
2023-01-04,146766,apple airpods headphones,1761770527730,alimentation,"62 1st st, los angeles, ca 90001",1,150,97.5,150,52.5,afternoon, ca 90001
2023-01-22,146767,macbook pro laptop,4540062724388,électronique,"354 main st, dallas, tx 75001",1,1700,561,1700,1139,morning, tx 75001
2023-01-17,146768,lightning charging cable,5208399738683,vêtements,"901 spruce st, los angeles, ca 90001",1,14.95,7.475,14.95,7.475,unknown, ca 90001
2023-01-17,146769,aaa batteries (4-pack),6202698901029,sports,"77 walnut st, boston, ma 02215",1,2.99,1.495,2.99,1.495,afternoon, ma 02215
2023-01-11,146770,bose soundsport headphones,4483812389431,vêtements,"929 dogwood st, seattle, wa 98101",1,99.99,49.995,99.99,49.995,afternoon, wa 98101
2023-01-07,146771,aaa batteries (4-pack),6168154579224,sports,"586 lakeview st, san francisco, ca 94016",2,2.99,1.495,5.98,2.99,evening, ca 94016
2023-01-13,146772,20in monitor,3264608633187,alimentation,"108 cherry st, san francisco, ca 94016",1,109.99,71.4935,109.99,38.4965,afternoon, ca 94016
2023-01-15,146773,aaa batteries (4-pack),5070930100895,sports,"132 12th st, austin, tx 73301",1,2.99,1.495,2.99,1.495,afternoon, tx 73301
2023-01-18,146774,lightning charging cable,3702892410461,vêtements,"563 lincoln st, atlanta, ga 30301",1,14.95,7.475,14.95,7.475,evening, ga 30301
2023-01-01,146775,lightning charging cable,9733306563792,sports,"372 elm st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,afternoon, ca 94016
2023-01-29,146777,bose soundsport headphones,9859883525304,alimentation,"18 main st, portland, or 97035",1,99.99,49.995,99.99,49.995,afternoon, or 97035
2023-01-07,146779,usb-c charging cable,1405195474798,sports,"658 jackson st, seattle, wa 98101",1,11.95,5.975,11.95,5.975,morning, wa 98101
2023-01-17,146780,iphone,1624762302791,alimentation,"891 ridge st, los angeles, ca 90001",1,700,231,700,469,evening, ca 90001
2023-01-23,146781,aaa batteries (4-pack),6423864575243,électronique,"28 jefferson st, seattle, wa 98101",1,2.99,1.495,2.99,1.495,morning, wa 98101
2023-01-08,146782,34in ultrawide monitor,1861299630623,alimentation,"922 willow st, atlanta, ga 30301",1,379.99,125.3967,379.99,254.5933,evening, ga 30301
2023-01-26,146783,wired headphones,3780435935446,alimentation,"61 adams st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,afternoon, ca 94016
2023-01-05,146784,usb-c charging cable,4552757740210,sports,"172 main st, portland, or 97035",1,11.95,5.975,11.95,5.975,morning, or 97035
2023-01-30,146785,aaa batteries (4-pack),3265965299039,alimentation,"115 dogwood st, los angeles, ca 90001",1,2.99,1.495,2.99,1.495,evening, ca 90001
2023-01-06,146786,20in monitor,1927102103467,vêtements,"209 forest st, seattle, wa 98101",1,109.99,71.4935,109.99,38.4965,evening, wa 98101
2023-01-16,146787,apple airpods headphones,5228378892135,vêtements,"660 lincoln st, san francisco, ca 94016",1,150,97.5,150,52.5,morning, ca 94016
2023-01-18,146788,usb-c charging cable,4183859899608,électronique,"369 13th st, new york city, ny 10001",1,11.95,5.975,11.95,5.975,afternoon, ny 10001
2023-01-15,146789,apple airpods headphones,2932234003617,sports,"862 hill st, los angeles, ca 90001",1,150,97.5,150,52.5,morning, ca 90001
2023-01-15,146790,lightning charging cable,8211494902790,alimentation,"550 dogwood st, los angeles, ca 90001",1,14.95,7.475,14.95,7.475,afternoon, ca 90001
2023-01-03,146791,macbook pro laptop,8984647687101,électronique,"489 church st, san francisco, ca 94016",1,1700,561,1700,1139,afternoon, ca 94016
2023-01-28,146792,google phone,5643194783967,alimentation,"92 dogwood st, san francisco, ca 94016",1,600,198,600,402,morning, ca 94016
2023-01-10,146793,aaa batteries (4-pack),1553821650525,alimentation,"704 1st st, san francisco, ca 94016",1,2.99,1.495,2.99,1.495,afternoon, ca 94016
2023-01-28,146794,apple airpods headphones,9027467773167,électronique,"915 elm st, san francisco, ca 94016",1,150,97.5,150,52.5,afternoon, ca 94016
2023-01-20,146795,wired headphones,6952644519050,électronique,"886 highland st, new york city, ny 10001",1,11.99,5.995,11.99,5.995,morning, ny 10001
2023-01-21,146797,wired headphones,4902725759388,électronique,"323 highland st, los angeles, ca 90001",1,11.99,5.995,11.99,5.995,unknown, ca 90001
2023-01-06,146798,bose soundsport headphones,1284666793065,vêtements,"133 highland st, boston, ma 02215",1,99.99,49.995,99.99,49.995,afternoon, ma 02215
2023-01-20,146799,wired headphones,3807926390354,vêtements,"351 hill st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,evening, ca 94016
2023-01-12,146800,aa batteries (4-pack),5040570262744,électronique,"229 west st, portland, or 97035",1,3.84,1.92,3.84,1.92,afternoon, or 97035
2023-01-11,146801,usb-c charging cable,1288620450302,électronique,"217 south st, san francisco, ca 94016",2,11.95,5.975,23.9,11.95,afternoon, ca 94016
2023-01-10,146802,bose soundsport headphones,4832994160025,vêtements,"208 johnson st, atlanta, ga 30301",1,99.99,49.995,99.99,49.995,evening, ga 30301
2023-01-16,146803,aaa batteries (4-pack),1773108488732,sports,"932 wilson st, new york city, ny 10001",1,2.99,1.495,2.99,1.495,afternoon, ny 10001
2023-01-04,146804,27in fhd monitor,3295916821484,alimentation,"755 johnson st, new york city, ny 10001",1,149.99,97.4935,149.99,52.4965,morning, ny 10001
2023-01-25,146806,34in ultrawide monitor,6039840919312,électronique,"698 12th st, san francisco, ca 94016",1,379.99,125.3967,379.99,254.5933,morning, ca 94016
2023-01-15,146807,thinkpad laptop,9803546607033,vêtements,"198 11th st, dallas, tx 75001",1,999.99,329.99670000000003,999.99,669.9933,evening, tx 75001
2023-01-18,146808,aa batteries (4-pack),4561750683193,vêtements,"447 church st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,evening, ca 94016
2023-01-23,146809,usb-c charging cable,4568615311600,électronique,"359 north st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,afternoon, ca 90001
2023-01-31,146810,lightning charging cable,1124666422035,vêtements,"866 sunset st, boston, ma 02215",1,14.95,7.475,14.95,7.475,evening, ma 02215
2023-01-16,146812,thinkpad laptop,2891927156730,vêtements,"97 pine st, atlanta, ga 30301",1,999.99,329.99670000000003,999.99,669.9933,morning, ga 30301
2023-01-24,146813,aa batteries (4-pack),6678885103045,sports,"411 10th st, austin, tx 73301",2,3.84,1.92,7.68,3.84,morning, tx 73301
2023-01-13,146814,aaa batteries (4-pack),3019082754229,alimentation,"797 dogwood st, dallas, tx 75001",2,2.99,1.495,5.98,2.99,evening, tx 75001
2023-01-18,146816,google phone,3466673895216,sports,"672 meadow st, los angeles, ca 90001",1,600,198,600,402,evening, ca 90001
2023-01-18,146816,wired headphones,3065691804890,alimentation,"672 meadow st, los angeles, ca 90001",1,11.99,5.995,11.99,5.995,evening, ca 90001
2023-01-09,146817,usb-c charging cable,4601463293483,sports,"660 willow st, boston, ma 02215",1,11.95,5.975,11.95,5.975,unknown, ma 02215
2023-01-14,146818,wired headphones,4470647749308,vêtements,"275 park st, seattle, wa 98101",1,11.99,5.995,11.99,5.995,afternoon, wa 98101
2023-01-20,146819,usb-c charging cable,1629151357202,sports,"255 elm st, atlanta, ga 30301",1,11.95,5.975,11.95,5.975,afternoon, ga 30301
2023-01-20,146820,usb-c charging cable,2868641821923,sports,"641 dogwood st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,afternoon, ca 90001
2023-01-10,146822,bose soundsport headphones,4206899751496,sports,"605 5th st, boston, ma 02215",1,99.99,49.995,99.99,49.995,morning, ma 02215
2023-01-06,146823,usb-c charging cable,1004677039015,électronique,"541 pine st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,morning, ca 90001
2023-01-17,146824,aa batteries (4-pack),2281101188526,électronique,"782 7th st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,evening, ca 94016
2023-01-18,146825,vareebadd phone,2769381612978,sports,"956 14th st, boston, ma 02215",1,400,132,400,268,unknown, ma 02215
2023-01-19,146826,aa batteries (4-pack),7998362052400,vêtements,"447 river st, los angeles, ca 90001",1,3.84,1.92,3.84,1.92,afternoon, ca 90001
2023-01-06,146827,34in ultrawide monitor,3420470710152,vêtements,"777 2nd st, san francisco, ca 94016",1,379.99,125.3967,379.99,254.5933,afternoon, ca 94016
2023-01-30,146828,bose soundsport headphones,8086588029077,sports,"713 lakeview st, los angeles, ca 90001",1,99.99,49.995,99.99,49.995,afternoon, ca 90001
2023-01-04,146829,aa batteries (4-pack),3497349994811,vêtements,"443 south st, los angeles, ca 90001",1,3.84,1.92,3.84,1.92,evening, ca 90001
2023-01-27,146831,27in 4k gaming monitor,3332253183571,alimentation,"445 cedar st, portland, or 97035",1,389.99,128.69670000000002,389.99,261.2933,unknown, or 97035
2023-01-19,146832,apple airpods headphones,6777767624893,alimentation,"95 spruce st, los angeles, ca 90001",1,150,97.5,150,52.5,afternoon, ca 90001
2023-01-01,146833,apple airpods headphones,4886793823705,électronique,"119 11th st, boston, ma 02215",1,150,97.5,150,52.5,unknown, ma 02215
2023-01-30,146834,google phone,8550962331473,sports,"128 main st, austin, tx 73301",1,600,198,600,402,afternoon, tx 73301
2023-01-30,146834,wired headphones,3134798723273,sports,"128 main st, austin, tx 73301",1,11.99,5.995,11.99,5.995,afternoon, tx 73301
2023-01-22,146835,wired headphones,6784384141813,sports,"932 lake st, new york city, ny 10001",1,11.99,5.995,11.99,5.995,afternoon, ny 10001
2023-01-21,146836,thinkpad laptop,8151677396892,alimentation,"871 adams st, atlanta, ga 30301",1,999.99,329.99670000000003,999.99,669.9933,evening, ga 30301
2023-01-15,146837,thinkpad laptop,2760708892020,alimentation,"2 9th st, atlanta, ga 30301",1,999.99,329.99670000000003,999.99,669.9933,morning, ga 30301
2023-01-02,146838,aaa batteries (4-pack),9222405609379,alimentation,"877 lincoln st, austin, tx 73301",3,2.99,1.495,8.97,4.485,unknown, tx 73301
2023-01-10,146839,wired headphones,5882247746411,sports,"439 hickory st, new york city, ny 10001",1,11.99,5.995,11.99,5.995,afternoon, ny 10001
2023-01-03,146840,usb-c charging cable,8444254506574,vêtements,"681 adams st, portland, or 97035",1,11.95,5.975,11.95,5.975,afternoon, or 97035
2023-01-05,146841,wired headphones,3906986696635,électronique,"512 8th st, portland, me 04101",1,11.99,5.995,11.99,5.995,unknown, me 04101
2023-01-11,146842,google phone,6198515410987,sports,"480 meadow st, los angeles, ca 90001",1,600,198,600,402,morning, ca 90001
2023-01-27,146843,google phone,3127176207500,alimentation,"494 hill st, boston, ma 02215",1,600,198,600,402,afternoon, ma 02215
2023-01-01,146845,usb-c charging cable,5571770459924,alimentation,"414 washington st, san francisco, ca 94016",2,11.95,5.975,23.9,11.95,evening, ca 94016
2023-01-17,146846,20in monitor,6438137680941,alimentation,"193 forest st, new york city, ny 10001",1,109.99,71.4935,109.99,38.4965,evening, ny 10001
2023-01-13,146850,wired headphones,3265575318363,vêtements,"239 hill st, austin, tx 73301",1,11.99,5.995,11.99,5.995,afternoon, tx 73301
2023-01-10,146851,aaa batteries (4-pack),3779461226504,alimentation,"383 lakeview st, los angeles, ca 90001",1,2.99,1.495,2.99,1.495,unknown, ca 90001
2023-01-03,146852,aaa batteries (4-pack),7122974311870,sports,"288 cherry st, new york city, ny 10001",1,2.99,1.495,2.99,1.495,afternoon, ny 10001
2023-01-20,146853,aaa batteries (4-pack),4227145865409,alimentation,"672 maple st, dallas, tx 75001",2,2.99,1.495,5.98,2.99,afternoon, tx 75001
2023-01-22,146854,34in ultrawide monitor,6634417920807,vêtements,"149 6th st, new york city, ny 10001",1,379.99,125.3967,379.99,254.5933,morning, ny 10001
2023-01-09,146855,lightning charging cable,2499801794828,sports,"162 hickory st, austin, tx 73301",1,14.95,7.475,14.95,7.475,afternoon, tx 73301
2023-01-09,146855,apple airpods headphones,9633131081883,alimentation,"162 hickory st, austin, tx 73301",1,150,97.5,150,52.5,afternoon, tx 73301
2023-01-22,146856,27in fhd monitor,9231262610431,alimentation,"936 7th st, boston, ma 02215",1,149.99,97.4935,149.99,52.4965,evening, ma 02215
2023-01-26,146858,27in fhd monitor,5399372477319,vêtements,"873 jackson st, new york city, ny 10001",1,149.99,97.4935,149.99,52.4965,evening, ny 10001
2023-01-09,146859,usb-c charging cable,2819482220205,alimentation,"566 8th st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,afternoon, ca 90001
2023-01-26,146860,bose soundsport headphones,7291600871803,alimentation,"831 jefferson st, san francisco, ca 94016",1,99.99,49.995,99.99,49.995,evening, ca 94016
2023-01-26,146861,iphone,4040155859965,vêtements,"819 dogwood st, dallas, tx 75001",1,700,231,700,469,afternoon, tx 75001
2023-01-26,146861,apple airpods headphones,1542001427047,vêtements,"819 dogwood st, dallas, tx 75001",1,150,97.5,150,52.5,afternoon, tx 75001
2023-01-22,146862,aa batteries (4-pack),6105585763009,alimentation,"55 church st, los angeles, ca 90001",2,3.84,1.92,7.68,3.84,afternoon, ca 90001
2023-01-25,146863,macbook pro laptop,6588754557951,vêtements,"864 lakeview st, atlanta, ga 30301",1,1700,561,1700,1139,afternoon, ga 30301
2023-01-27,146864,lightning charging cable,3781507886796,vêtements,"130 south st, new york city, ny 10001",1,14.95,7.475,14.95,7.475,afternoon, ny 10001
2023-01-20,146865,lightning charging cable,3230884719959,électronique,"396 6th st, los angeles, ca 90001",1,14.95,7.475,14.95,7.475,afternoon, ca 90001
2023-01-06,146867,aa batteries (4-pack),2315906974351,vêtements,"618 lake st, atlanta, ga 30301",1,3.84,1.92,3.84,1.92,evening, ga 30301
2023-01-04,146868,27in fhd monitor,6928638696917,alimentation,"618 chestnut st, portland, or 97035",1,149.99,97.4935,149.99,52.4965,afternoon, or 97035
2023-01-24,146869,aa batteries (4-pack),6406901584936,sports,"454 willow st, atlanta, ga 30301",1,3.84,1.92,3.84,1.92,evening, ga 30301
2023-01-26,146870,wired headphones,9992395341427,électronique,"977 madison st, austin, tx 73301",1,11.99,5.995,11.99,5.995,morning, tx 73301
2023-01-14,146871,iphone,2218523575944,alimentation,"791 ridge st, san francisco, ca 94016",1,700,231,700,469,afternoon, ca 94016
2023-01-14,146871,apple airpods headphones,5740459030653,vêtements,"791 ridge st, san francisco, ca 94016",1,150,97.5,150,52.5,afternoon, ca 94016
2023-01-31,146872,iphone,3141963983095,sports,"470 jefferson st, los angeles, ca 90001",1,700,231,700,469,unknown, ca 90001
2023-01-31,146872,apple airpods headphones,9632888136644,alimentation,"470 jefferson st, los angeles, ca 90001",1,150,97.5,150,52.5,unknown, ca 90001
2023-01-28,146873,aaa batteries (4-pack),7295865586304,électronique,"873 jackson st, portland, or 97035",1,2.99,1.495,2.99,1.495,evening, or 97035
2023-01-27,146874,iphone,5254391853919,alimentation,"906 ridge st, dallas, tx 75001",1,700,231,700,469,unknown, tx 75001
2023-01-04,146875,aaa batteries (4-pack),4111052611076,sports,"599 chestnut st, san francisco, ca 94016",1,2.99,1.495,2.99,1.495,unknown, ca 94016
2023-01-16,146876,iphone,5372701318225,vêtements,"44 4th st, san francisco, ca 94016",1,700,231,700,469,afternoon, ca 94016
2023-01-16,146876,apple airpods headphones,9903197919790,électronique,"44 4th st, san francisco, ca 94016",1,150,97.5,150,52.5,afternoon, ca 94016
2023-01-13,146877,34in ultrawide monitor,6467411047629,alimentation,"978 10th st, atlanta, ga 30301",1,379.99,125.3967,379.99,254.5933,unknown, ga 30301
2023-01-24,146878,google phone,5019852992466,vêtements,"33 sunset st, san francisco, ca 94016",1,600,198,600,402,afternoon, ca 94016
2023-01-04,146882,20in monitor,9582131085641,vêtements,"131 lake st, san francisco, ca 94016",1,109.99,71.4935,109.99,38.4965,evening, ca 94016
2023-01-29,146883,apple airpods headphones,4474281056187,vêtements,"742 13th st, san francisco, ca 94016",1,150,97.5,150,52.5,afternoon, ca 94016
2023-01-05,146884,bose soundsport headphones,6052457607709,électronique,"759 ridge st, dallas, tx 75001",1,99.99,49.995,99.99,49.995,afternoon, tx 75001
2023-01-19,146886,google phone,2345399681489,sports,"88 wilson st, dallas, tx 75001",1,600,198,600,402,afternoon, tx 75001
2023-01-11,146887,apple airpods headphones,5029771674101,vêtements,"69 chestnut st, san francisco, ca 94016",1,150,97.5,150,52.5,morning, ca 94016
2023-01-24,146888,aa batteries (4-pack),5235196444856,alimentation,"831 7th st, seattle, wa 98101",1,3.84,1.92,3.84,1.92,afternoon, wa 98101
2023-01-06,146889,bose soundsport headphones,3798365173295,alimentation,"482 5th st, portland, or 97035",1,99.99,49.995,99.99,49.995,afternoon, or 97035
2023-01-08,146890,usb-c charging cable,4354900299572,électronique,"93 6th st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,evening, ca 94016
2023-01-07,146891,macbook pro laptop,6911110852437,électronique,"137 willow st, boston, ma 02215",1,1700,561,1700,1139,evening, ma 02215
2023-01-16,146892,27in fhd monitor,4568139640052,électronique,"170 park st, boston, ma 02215",1,149.99,97.4935,149.99,52.4965,evening, ma 02215
2023-01-13,146893,usb-c charging cable,5740921708463,électronique,"424 hill st, new york city, ny 10001",2,11.95,5.975,23.9,11.95,afternoon, ny 10001
2023-01-29,146894,google phone,4644166091250,électronique,"595 dogwood st, san francisco, ca 94016",1,600,198,600,402,afternoon, ca 94016
2023-01-25,146895,usb-c charging cable,1246821687702,électronique,"580 west st, san francisco, ca 94016",3,11.95,5.975,35.849999999999994,17.924999999999997,evening, ca 94016
2023-01-13,146896,34in ultrawide monitor,6740993746710,vêtements,"667 north st, portland, or 97035",1,379.99,125.3967,379.99,254.5933,afternoon, or 97035
2023-01-22,146897,aa batteries (4-pack),6192011871052,alimentation,"550 6th st, dallas, tx 75001",1,3.84,1.92,3.84,1.92,afternoon, tx 75001
2023-01-23,146898,27in 4k gaming monitor,5497689751350,sports,"317 5th st, los angeles, ca 90001",1,389.99,128.69670000000002,389.99,261.2933,afternoon, ca 90001
2023-01-01,146899,macbook pro laptop,1455177885280,alimentation,"341 4th st, los angeles, ca 90001",1,1700,561,1700,1139,unknown, ca 90001
2023-01-10,146900,apple airpods headphones,7542903433722,vêtements,"894 jackson st, portland, or 97035",1,150,97.5,150,52.5,afternoon, or 97035
2023-01-11,146901,27in fhd monitor,5719513051418,électronique,"53 8th st, san francisco, ca 94016",1,149.99,97.4935,149.99,52.4965,afternoon, ca 94016
2023-01-17,146902,27in 4k gaming monitor,2606031637609,sports,"543 10th st, atlanta, ga 30301",1,389.99,128.69670000000002,389.99,261.2933,afternoon, ga 30301
2023-01-05,146904,aa batteries (4-pack),8398477753360,électronique,"955 5th st, dallas, tx 75001",1,3.84,1.92,3.84,1.92,evening, tx 75001
2023-01-10,146905,wired headphones,1557775543538,électronique,"340 forest st, los angeles, ca 90001",1,11.99,5.995,11.99,5.995,afternoon, ca 90001
2023-01-03,146906,aaa batteries (4-pack),1724154104809,alimentation,"652 lincoln st, new york city, ny 10001",1,2.99,1.495,2.99,1.495,afternoon, ny 10001
2023-01-10,146907,lightning charging cable,7008154701918,électronique,"432 cedar st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,evening, ca 94016
2023-01-01,146908,aaa batteries (4-pack),3734500623192,électronique,"978 meadow st, los angeles, ca 90001",1,2.99,1.495,2.99,1.495,evening, ca 90001
2023-01-17,146909,aa batteries (4-pack),6682058206717,électronique,"226 pine st, boston, ma 02215",1,3.84,1.92,3.84,1.92,evening, ma 02215
2023-01-01,146910,lightning charging cable,6719797663254,alimentation,"175 lake st, seattle, wa 98101",1,14.95,7.475,14.95,7.475,afternoon, wa 98101
2023-01-04,146911,usb-c charging cable,7553228403503,électronique,"81 jackson st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,afternoon, ca 90001
2023-01-01,146912,aa batteries (4-pack),2063159620930,sports,"817 10th st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,unknown, ca 94016
2023-01-01,146913,lightning charging cable,1965814820283,électronique,"24 washington st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,evening, ca 94016
2023-01-27,146914,usb-c charging cable,9169642254065,vêtements,"418 adams st, new york city, ny 10001",2,11.95,5.975,23.9,11.95,unknown, ny 10001
2023-01-01,146915,wired headphones,4971334592777,électronique,"837 13th st, new york city, ny 10001",1,11.99,5.995,11.99,5.995,evening, ny 10001
2023-01-26,146916,usb-c charging cable,2141484533629,alimentation,"206 pine st, new york city, ny 10001",1,11.95,5.975,11.95,5.975,afternoon, ny 10001
2023-01-30,146917,27in 4k gaming monitor,4586940494701,vêtements,"991 highland st, seattle, wa 98101",1,389.99,128.69670000000002,389.99,261.2933,afternoon, wa 98101
2023-01-15,146918,usb-c charging cable,3163410086994,électronique,"127 hill st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,afternoon, ca 94016
2023-01-11,146919,27in 4k gaming monitor,2406142805480,vêtements,"761 12th st, austin, tx 73301",1,389.99,128.69670000000002,389.99,261.2933,afternoon, tx 73301
2023-01-23,146920,aa batteries (4-pack),9465735610545,vêtements,"662 elm st, los angeles, ca 90001",1,3.84,1.92,3.84,1.92,morning, ca 90001
2023-01-10,146921,apple airpods headphones,8266225788000,vêtements,"529 14th st, dallas, tx 75001",1,150,97.5,150,52.5,morning, tx 75001
2023-01-02,146922,usb-c charging cable,9224546849062,sports,"841 chestnut st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,unknown, ca 94016
2023-01-29,146923,wired headphones,9689429708115,alimentation,"768 10th st, atlanta, ga 30301",1,11.99,5.995,11.99,5.995,afternoon, ga 30301
2023-01-06,146924,apple airpods headphones,1187632256850,vêtements,"77 dogwood st, san francisco, ca 94016",1,150,97.5,150,52.5,evening, ca 94016
2023-01-30,146926,iphone,9855452675691,vêtements,"943 park st, san francisco, ca 94016",1,700,231,700,469,afternoon, ca 94016
2023-01-19,146927,aaa batteries (4-pack),2664707276643,vêtements,"808 willow st, seattle, wa 98101",1,2.99,1.495,2.99,1.495,afternoon, wa 98101
2023-01-10,146928,lightning charging cable,9120707319615,électronique,"732 12th st, seattle, wa 98101",1,14.95,7.475,14.95,7.475,afternoon, wa 98101
2023-01-15,146929,lightning charging cable,9169632944091,alimentation,"12 hill st, new york city, ny 10001",2,14.95,7.475,29.9,14.95,afternoon, ny 10001
2023-01-18,146930,wired headphones,5412829924515,vêtements,"273 church st, boston, ma 02215",1,11.99,5.995,11.99,5.995,unknown, ma 02215
2023-01-09,146931,bose soundsport headphones,2988383362187,électronique,"884 6th st, atlanta, ga 30301",1,99.99,49.995,99.99,49.995,evening, ga 30301
2023-01-02,146933,wired headphones,8533360688725,alimentation,"360 ridge st, boston, ma 02215",1,11.99,5.995,11.99,5.995,afternoon, ma 02215
2023-01-17,146934,usb-c charging cable,8915388253637,électronique,"119 6th st, new york city, ny 10001",2,11.95,5.975,23.9,11.95,afternoon, ny 10001
2023-01-05,146936,lightning charging cable,3902806996167,alimentation,"737 maple st, dallas, tx 75001",1,14.95,7.475,14.95,7.475,unknown, tx 75001
2023-01-22,146937,usb-c charging cable,1885383613203,électronique,"994 11th st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,evening, ca 94016
2023-01-12,146938,wired headphones,7747975274888,alimentation,"459 jackson st, portland, or 97035",1,11.99,5.995,11.99,5.995,morning, or 97035
2023-01-11,146939,bose soundsport headphones,1820720243081,sports,"324 pine st, dallas, tx 75001",1,99.99,49.995,99.99,49.995,evening, tx 75001
2023-01-28,146940,20in monitor,2850934704163,sports,"867 2nd st, dallas, tx 75001",1,109.99,71.4935,109.99,38.4965,evening, tx 75001
2023-01-17,146941,wired headphones,5550418297324,sports,"347 jackson st, atlanta, ga 30301",1,11.99,5.995,11.99,5.995,afternoon, ga 30301
2023-01-11,146942,apple airpods headphones,5679976602910,sports,"406 10th st, san francisco, ca 94016",1,150,97.5,150,52.5,morning, ca 94016
2023-01-21,146943,vareebadd phone,6449142615193,électronique,"919 cedar st, san francisco, ca 94016",1,400,132,400,268,unknown, ca 94016
2023-01-15,146944,google phone,5854398958022,électronique,"568 wilson st, los angeles, ca 90001",1,600,198,600,402,evening, ca 90001
2023-01-19,146945,27in 4k gaming monitor,1020887101590,alimentation,"489 meadow st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,evening, ca 94016
2023-01-25,146946,iphone,7029466863022,alimentation,"425 14th st, san francisco, ca 94016",1,700,231,700,469,morning, ca 94016
2023-01-25,146946,wired headphones,8811962581997,vêtements,"425 14th st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,morning, ca 94016
2023-01-25,146947,wired headphones,9242031431737,électronique,"852 ridge st, new york city, ny 10001",1,11.99,5.995,11.99,5.995,evening, ny 10001
2023-01-12,146948,aaa batteries (4-pack),2829577201531,sports,"404 madison st, atlanta, ga 30301",2,2.99,1.495,5.98,2.99,afternoon, ga 30301
2023-01-13,146949,34in ultrawide monitor,9012780723919,alimentation,"180 8th st, boston, ma 02215",1,379.99,125.3967,379.99,254.5933,evening, ma 02215
2023-01-19,146950,27in fhd monitor,8681146495416,alimentation,"146 chestnut st, austin, tx 73301",1,149.99,97.4935,149.99,52.4965,unknown, tx 73301
2023-01-19,146951,google phone,5114289391063,sports,"969 washington st, austin, tx 73301",1,600,198,600,402,afternoon, tx 73301
2023-01-13,146952,27in fhd monitor,4871285200939,alimentation,"801 lake st, san francisco, ca 94016",1,149.99,97.4935,149.99,52.4965,evening, ca 94016
2023-01-13,146952,27in 4k gaming monitor,3028380769833,vêtements,"801 lake st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,evening, ca 94016
2023-01-12,146953,20in monitor,7436372685435,sports,"335 5th st, san francisco, ca 94016",1,109.99,71.4935,109.99,38.4965,afternoon, ca 94016
2023-01-19,146954,27in fhd monitor,1614030822915,alimentation,"97 ridge st, austin, tx 73301",1,149.99,97.4935,149.99,52.4965,afternoon, tx 73301
